Imagen,Color 1 (RGB),Porcentaje 1,Color 2 (RGB),Porcentaje 2,Color 3 (RGB),Porcentaje 3,Color 4 (RGB),Porcentaje 4,Área,Perímetro,Diámetro,Asimetría,Irregularidad,Índice Simpson,Desviación Estándar
cropped_mask.png,"110,53,40",31.55%,"144,78,60",29.56%,"69,31,25",22.63%,"176,108,89",16.25%,60565.00,1447.24,331.65,0.45,1.66,0.74,6.04
